text,sentiment
 It must be dreadful to grow old . ,Negative
When my girlfriend left me.,Negative
 About ten years so far . I started learning when I was in middle school . ,Neutral
 I don't want to argue anymore . Please get out of my life ! ,Negative
I felt sad when I heard that my girlfriend was double-crossing me with the boy who is my best friend.,Negative
" Sorry , sir . We have never done that before . ",Negative
 of course . There ’ s always much to learn . I got to know more about the real world . ,Neutral
"A friend of mine uses butter instead of oil when he is cooking. I am always angry about that, because it is an unnecessary luxury. Recently we both were cooking and he wanted to use butter again. When I had already put the oil into the pan, he poured it out again and put the butter into the pan.",Negative
"An encounter with a man whom I love, after a very long separation.",Positive
 OK . ,Neutral
 What ’ s the score ? ,Neutral
 Don't look so horrified ! ,Negative
" What does a CEO do anyway ? I know the CEO makes the most money in the company , but what does he actually do ? ",Negative
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Neutral
No wonder Superintendent Miller had become exasperated . ,Negative
 I see . ,Neutral
" Ah , thanks . ",Negative
"Henry Tyler would not have described her as a happy woman , but afterward he could not say that she had seemed at all unwell . ",Positive
 I will be all right soon . I was terrified when I watched them fall from the wire . ,Neutral
My father left us for another woman.,Negative
Almost had a bicycle accident.,Negative
She looked into his eyes and saw terrible pain and inconsolable grief . ,Negative
I locked myself out.,Negative
"In Sweden, a friend and I lived in an appartment owned by a Finn.  One day, this man came back to the appartment heavily drunk (hashish and alcohol).  He was quite dizzy and he broke down, and I could not foretell his reactions.  However, nothing happened.",Negative
Sometime back another girl who was in terms with my ex-boyfriend came to shout at me at twelve midnight. It was because she thought I was still interested in the boy.,Negative
This issue worried me rather than saddening me.  In mid September I went to Guanggho alone.  I was looking for an accomodation in the evening and after having walked 2 or 3 miles I still could not find anything.  What could I do?  I was not worried about sleeping on the streets but because of some procedural problems.  I finally found a place to sleep at 8 o'clock.,Negative
Almost always when I go to fetch the results of an exam.,Negative
When I obtained good marks in a subject I had failed before.,Positive
"One night I could not practise my violin as my family was watching T.V with the lights off, so I wanted to listen to some tapes.  It was dark so I asked my brother to bring me a torch, however he scolded me.  I was so angry that I slammed my violin on the floor.",Negative
"When I won the \Under 18\"" Showjumping at the Brookfield Show. The competition was very stiff and there were many riders competing.""",Positive
When armed robbers broke into our house at night.,Negative
"Sleeping alone in a tent, while hearing several noises such as rustling etc, I am afraid that there are people who are up to no good.",Negative
"A person I really like left for overseas for a few months, I had hoped to go out with her soon.",Negative
"Some real research , I suggest , is needed into a condition which , though frequently rib-tickling in retrospect , causes widespread anguish at the time . ",Negative
I was very sad when I heard that my uncle had passed away untimely at home.,Negative
"I felt anger when I saw that I was being misleaded by my boyfriend, he went out with other girls. I felt anger for his falsity.",Negative
 Thanks . ,Neutral
 Not always . Sometimes we don't understand her . Then she has to repeat what she said . ,Neutral
 Maybe you're right . I have been too lazy lately . ,Neutral
"While Grant was wakening the kids , he discovered to his dismay that most of the cubicles held four occupants , sleeping in bunk beds . ",Negative
Failed to be elected to be a class leader.,Negative
 I don't buy a story . ,Negative
Resist Launch out into the deep!,Negative
" You don't have to keep saying that , Yuri . It's not your fault.But me--I'm the one who should be sorry.It was me who suggested operations here in the first place ! Oh , what can we do ? ",Negative
Polanski had received notices of similar disquiet over his films . ,Negative
 Two carats . ,Neutral
 Good heavens ! Don't bring that frog in the house . ,Negative
Speaking in front of a large group of people.,Negative
"Their mother died a month later , heartbroken by the loss of her mate . ",Negative
 The heart ! ,Neutral
"In Washington there was understanding , but just as much disquiet about British Defence policy . ",Negative
"Before I went to the urologist's I was afraid for several reasons: because it was for the first time, because the medical check-up might be painful, because of the uncertainty and because someone had informed me about it.",Negative
 Not a bit . ,Neutral
"During one year my mother almost had a nervous breakdown and my father had a serious operation. I was afraid that our family (4 kids, I'm the oldest) wouldn't hold together. Everything turned out fine.",Negative
 No way ! ,Neutral
 Nothing . ,Neutral
Iqam chosen for your lecture and my best friend is not. Now he is angry with me and I cannot help him.,Negative
 I know for sure that something is wrong ! ,Negative
"When, after having cleaned up the kitchen, two hours later I saw that there was a big mess. It irritated me very much.",Negative
"I really don't know how to break this to you , but it ’ s eating me alive ! ",Negative
"Feeling a little frightened of the dead body behind him in the cart , and depressed by the autumn fog , he stopped for some beer at a pub , where he met Jan Coggan and Laban Tall . ",Negative
 So what ? ,Neutral
 Good . ,Neutral
"When I went to a job interview, I met a person who was very nice, and his attitude made me glad.",Positive
 Bye . ,Neutral
 Damn ! ,Negative
When my grandfather died.,Negative
 Yes . ,Neutral
"The alarmed Hungarians initially kept this threat to themselves , but have since raised the issue in private both within the Warsaw Pact and with certain Western governments . ",Negative
"I got into an argument with a photographer for whom I had to pose twelve times, over  a period of four weeks, before I could get a snap of mine.  Every time the film was processed my snap did not come out although the others did.",Negative
 500 pieces . ,Neutral
I felt sadness when I had to get separated from the woman I loved who had to leave for her motherland.,Negative
"One Saturday afternoon, I deliberately dressed up nicely (I had been in a bad mood of late).  I hoped to go for a walk in the soft sunlight to try and uplift my spirits.  When I was having lunch in the canteen, two of my male classmates asked me as to why I was dressed so nicely (they had seldom joked with me before).  One of them said that he had a lounge suit and we would look very nice if we wore them together.",Positive
"When it became clear that a man had used many people sexually and psychologically, despite the fact that many people looked up to him.  I understood that one could not trust him and I was forced to hide this for a while.",Negative
 I ’ m afraid that I can ’ t . They were in fashion last year and the year before last . But they ’ re not in fashion this year . These shoes are in fashion now . ,Negative
I was very happy when I received the year end results as I was worried about how well I had done.  I was very happy to know that I had passed.,Positive
"One unnamed area was criticised after it appeared to have industrial dereliction and sad , downcast people . ",Negative
"After what  news has brought out in the news, there is NO way our family will ever fly. Sad but true and it sucks actually. ",Negative
" No , never . ",Neutral
Let's go in . ,Neutral
 Oh.history . ,Neutral
" By the way , would you like to have dinner with me tomorrow evening ? Tomorrow is my birthday . ",Positive
wake up in the morning eat some flakes buck up go to work for poverty wages send your kids to #FEAR war get sick go broke repeat.,Negative
"New year's eve 1983/1984, I met my girlfriend.  We stood on the steps outside her parents home and I kissed her for the first time.",Positive
"The day I first met you, you told me you'd never fall  but now that I know you, I know is what it really was!",Negative
I told my friend something confidential which was supposed to remain between the two of us.  The next thing that happened was that a girl who is not even close to us came laughing and askad me to tell her about it.  I was very angry with my friend as I had trusted her.,Negative
"But his initial anger at finding the latest two victims of the insane killer 's bloodlust , blazed into an all-consuming hatred of the man who had done it . ",Negative
 Me too . ,Neutral
An old lady slipped and nobody helped her.,Negative
A friend called me and told me that she wanted to come and see me. She lived in a village at 50 km distance fom my home town. Next morning I expected her but she didn't arrive. As I got impatient I called her but her parents told me that she had gone skiing. I was very angry because I had cancelled an appointment to be able to see her.,Negative
"One day in a clinic, the father of a child came in and assaulted a colleague for something that she had not done deliberately.",Negative
 All right . ,Positive
 I'm afraid you've made a mistake . This isn't what I ordered . ,Negative
" Yes . And we're proud of you , Loans . ",Positive
I had planned to study for my mid-term exams on a certain day and  my room-mate called me to ask me to go out for a stroll.  I tried to make an excuse so as not to go out but she refused to listen to me and insisted that I go out with her.  I find it unnecessary  to talk to her anymore. ,Negative
When I had to walk home in the dark for the first time. ,Negative
" This has been the worst and best day of my life , Taylor . They kept you in the hospital , and ... ",Negative
 Eighteen.Some friends are having a birthday party for me tonight.Do you want to come ? ,Positive
" Just so so . Last night I met this great guy at the bar and we had such a wonderful time , so we decided to meet again tonight . ",Neutral
When my brother bought me a nice pair of shoes from South Africa.,Positive
Some boys deliberately played tricks on me in the experiments. ,Negative
A very close friend of mine was refused entrance to the medical school.  Her grades were very good and she should not have been left out.  Biased judgment !,Negative
"Well the birthday surprise was a fail, that professor has chronic bitch face. We freaked, ran in, threw her gifts at her then ran out. ",Negative
"To misquote you : he is itinerant because he is miserable . "" ",Negative
 250 Yuan . ,Neutral
She had smiled and raised rather amused brows at the stories that tumbled in then of Fergus 's progress . ,Positive
Hello Gina ! We've spoken so many times on the phone but's it's so good to finally meet you in person ! ,Positive
 Fine ! Do you want anything to eat now ? ,Positive
 Okay . ,Neutral
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ",Neutral
"When I feel I must be with somebody, to talk with somebody - but I am alone.",Negative
 August 1st . ,Neutral
"After having at last finished my master's thesis, I felt great joy and relief.  I had been haunted by the thesis during the whole of my studies.",Positive
My boyfriend promised to take me to see a game of tennis and rang saying he was going to the pub with some of his friends instead.,Negative
Manager Graeme Souness 's touchline ban meant he could only watch in anguish from the directors ' box . ,Negative
When I forgot the lyrics during a song contest.,Negative
"The book also moves close to a highly critical analysis of science and yet never becomes anti-science , only anti-scientific : Jones 's own delight in physics enthusiastically drawing the sting out of his own criticism . ",Positive
I feel sad about an event I can not influence.,Negative
"Seeing the look of dismay on her mother 's face , Tamar continued , ` You won't be telling a lie . ",Negative
" Yes , I know . I regret it very much . ",Negative
 Almost . ,Neutral
Fuck.! Only a girl's anger on your silly questions can make you sweat in temperature near 12°C..! or #thrill #youprefer,Negative
"I was captain of the school swimming team. The team was only two points in front before the last relay. We won the relay, which I swam in, and thus my team won the championship.",Positive
"Dad , I'm scared . ",Negative
Most estate agents were overjoyed at the election result . ,Positive
I was having breakfast with a classmate and suddenly I began to cry as I thought of a friend of mine whom I had not seen for a long time.,Negative
Sitting alone in a quiet room concentrating on things happening around me which pleases me.,Positive
There was a conflict of interest between me and a close friend of mine.  He only thought about his own interest and not about our friendship.  This behaviour hurt his friends.  Another incident is when a friend isolated himself without giving any reasons.,Negative
 It ’ s simply because the tins were damaged . ,Negative
I was doing an experiment and was not getting the appropriate result despite the fact that I had repeated the procedure 4-5 times.  Then finally I got it right by a stroke of luck.,Positive
Vertigo - standing on a ladder and painting the house.,Negative
 It's us . ,Neutral
 You're so old fashioned ! Nobody is going to pull down your pants ! ,Neutral
The more than satisfactory result of a recently-completed university subject was communicated to me by phone.,Positive
 You're so lucky . I hope to get married to a guy like that . ,Positive
" Let me see ... Oh , I am awfully sorry sir . ",Negative
Breaking up with a girl.,Negative
"After hearing about the death of my grandfather.  First I could not believe it, but later I wept and felt the situation was hopeless.  I felt lonely and wanted to be consolated.",Negative
" Darn ! Oh , well . I guess it ’ s just not my day . Thanks anyway . ",Negative
The death of my twin sister - suicide.,Negative
When I get home late my father scolds me and this makes me angry.,Negative
I had fear of my father (parents) when I first became pregnant. I was afraid of delivery itself and whether I would give birth to a stiiborn or a baby.,Negative
"But the blank horror over Khmer Rouge atrocities between 1975 and 1978 has created a blind spot about its strength in Cambodia , and the growing likelihood that it will return to power , either on its own or with the other Cambodian opposition factions . ",Negative
"When we were in high school a few guys sometimes provoked a friend of mine.  They called her a pig and then grunted.  This irritated most of the girls.  Once, one of the girls got angry at my friend and said something nasty and this made me terribly angry.",Negative
"Did Bean send these dirty jokes to you , too ? Look ! ",Negative
"I felt unfairly treated at an airport, being told to use a different counter (for domestic traffic only).",Negative
When I think about my parents getting old.,Negative
 What position do you play ? ,Neutral
You honestly believe the world ’ s improving every year ? ,Neutral
 I know that . You don't have to tell me that . That's my problem . I know I have the right to work for the university . That's legal.But they don't have a job for me . And it's illegal for me to get a job elsewhere . ,Negative
 Of course . ,Neutral
When my mother was tremendous on the phone and we talked for hours. She was in a good mood.,Positive
"When my sister died, she was only sixteen when she was put to rest.",Negative
There was something in the journalist 's manner that goaded Blanche 's exasperation into anger . ,Negative
"I replied , endeavouring to conceal my excitement . ",Positive
When my dad gives priority to my kid brother's band and his other activities.  We both play in different bands and rehearse in my parents garage.,Negative
"Yeah , but she 's a bit despondent now isn't she , really ? ",Negative
That if ever I was really naughty I would be sent away from my Mum and Dad to another family. I was fostered from age 5 and didn't get to Mum and Dad until I was 6 and then legally adopted at 14.,Negative
THE heartbroken mother of transplant donor Paula Moss is leaving England to work as a missionary . ,Negative
"One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives.",Negative
 Certainly . ,Neutral
This happened when I was selected to go to Secondary school to start Form I in October 1980.,Positive
Once as a child I dreamed of a fire. Since that time I hadn't wanted to sleep in that bed and had feared the night darkness (and so it is now).,Negative
"Many Labour MPs could not hide their glee at the SNP 's action , such is their antipathy to cross-party co-operation . ",Positive
Stopped at a Fast Food shop with friends and a few locals wanted to fight us for no apparent reason. They hit and picked on one of my friends.,Negative
 It sure is . ,Positive
Talking to my close friend.,Positive
"Climbing a mountain, I got stuck and realized I could get neither up nor down.",Negative
" in the air, I’m pushing the gears  turned into  hate turned into ",Negative
"In it a deeply depressed Spiro , 46 , makes several rambling statements about his money problems . ",Negative
"Some of his actions , in particular the unexpected introduction of a constitutional amendment allowing for an elected Vice-President and the subsequent appointment of Moudud Ahmed to that post , caused some disquiet among party members . ",Negative
 Yes . ,Neutral
The old man answered my knock and his big face split into a delighted grin when he saw me . ,Positive
"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me.",Negative
" Oh , I'm very sorry about that . You can change it for another one if you prefer . ",Negative
" The fans are great here , too . Not like in Philadelphia . ",Positive
 I'm going out anyway . Get out of my way . ,Negative
 Yes . ,Positive
"Unfortunately , anxious and stressed people become acutely sensitive to such fluctuations making them worse by their own concern . ",Negative
Before the exam.,Negative
"Scorning the establishment , they left homes and heartbroken parents . ",Negative
"My father was very angry with me, and I locked me up in the shower. Then my father knocked his fist through the door, I was scared to death.",Negative
"Watch out , Patrick ! ",Negative
"A heartbroken Daniels watched this all going on , and was moved to break the golden rule of not speaking until spoken to . ",Negative
 Let's go in to wait for them . ,Neutral
"I lost my grandfather whom I loved very much.  I had not known that he had been ill for a very time, when I received this message he was already dead.",Negative
 What about ? ,Neutral
Aristophanes shook his handsome head over his friend 's amusement . ,Positive
Receiving a letter form a girl that means a lot to me emotionally.,Positive
""" Debbie would be pleased , "" she said . ",Positive
 I think so . ,Neutral
The day the results of the certificate exam came out.  I went to school and at first I did not feel frightened.  By the time I reached the fourth floor ( the results were being given on the fifth floor) I found it difficult to walk and felt that I would die.,Negative
"Benedict was on his feet , overturning his chair in one violent gesture , a face of livid fury turned on Theda . ",Negative
"I was selected to come here (University, College) when I was least expecting it.",Positive
"With a little grimace , she turned to stare with rather horrified fascination at the dark oil paintings that lined the walls . ",Negative
 The works ? ,Neutral
"I was alone in my parents' house, having made plans to spend the afternoon with a lover (plans which the lover cancelled), watching a movie and considering my life and circumstances - pressures of examinations in particular.",Negative
"Dam it , I'm running out of money again , I really need to balance my budget and handle my money better . ",Negative
When my brother hit his head and lost consciousness at the sports practice.  For some time he could not remember what had happened but he recovered later.,Negative
" I have to do some things , and besides , it's not polite to be nosey . ",Negative
" Hmm , that is bad . ",Negative
" last forever, last til the person gets over it and confronts it or til someone badder comes along.",Negative
" Oh , Jack ! That's wonderful ! ",Positive
On a holiday in France I made a walk in the woods all alone and very relaxed. Then a motorbike took me over and I saw the man watching all the time. Suddenly the man stood behing me and I ran away fast.,Negative
"Being subject to unfair treatment in a working group, someone \bending the rules\"" was protected by the boss. This resulted in more work for the others.""",Negative
 Don't mention it . I'm always willing to help good students . ,Positive
When I met a good friend after a long time. We had had a quarrel but after two weeks I was really glad to see him again.,Positive
 Yes . ,Neutral
 Do you have a ride home ? ,Neutral
I was less than 10 years old when our neighbour's dog chased me to the roof of a small shed and there seemed to be no hope of getting away from there.,Negative
 Of course ... here you are . I'm sorry the pajamas didn't work out for you . ,Negative
Receiving personal criticisms early in the morning.,Negative
Damaged the tap in the residental Hall.,Negative
He is cross at having to come here when his time with Enid is so short . ,Negative
"Is ur child a worry wart? Here is a tip from, Wilma Jean the Worry Machine. Genuinely accept your child’s    ",Negative
When I was six years old we were on holiday in France. There was very heavy weather then.,Negative
I had to leave my girlfriend for 4 weeks because of my studies. This happens frequently. The last 24 hours before my departure are always very depressing.,Negative
 Okay ... ,Neutral
 Let's go on the computer to see what's up . Do you think you are doing well ? ,Neutral
 I like playing chess . ,Neutral
"I did a solo flight from Ardmore to Kaikohe before I got my pilot licence. I can remember it was gorgeous day and I was on a natural high, cruising up the coast with my maps and compasses and gear. Other pilots had seen me off and wished me good luck and it was a real adventure.",Positive
"It was the prospect of finding gold that induced these excited men to make such frantic efforts to open out the barrow "" . ",Positive
" It sure is . I'm glad it didn't rain . My name's Mike Gates , by the way . ",Positive
I was studying in class at night. I was in Form II by then. There were rumours about an earthquake. That night dogs were chasing one another and passed through the window outside the classroom. Those who saw the dogs thought it was a lion and were terrified. Trying to run away the desks were dragged and there was a shaking movement. I thought it was an earthquake and jumped out of the window.,Negative
 Alright . ,Neutral
 $ 135 . ,Neutral
"Sorry , I'm late . ",Negative
"is in me, being #afraid to lose once again #scares me, I'll be this way till proven wrong!",Negative
 See you . ,Neutral
When the mother of a good friend of mine died.,Negative
"It was Saturday, my duties were over for a few hours and I could at last be with the people I wanted to see.",Positive
"The news of the natural calamity, an earthquake in which hundreds  of Mexican people died.",Negative
 I don't care . I have a headache . ,Negative
My father had been involved in a car accident two years ago.  I was then very scared thinking that he would die as he lay unconscious in hospital for two weeks.,Negative
 So do I . ,Neutral
Politicians who objected to Mrs Thatcher and her radical conviction politics suffered the anguish of apparently unresolvable frustration . ,Negative
" I'm sorry , but I can't . ",Negative
 Good idea . ,Neutral
 It sure is . ,Neutral
 He does everything so mindlessly that he is going to drive me crazy . ,Negative
" Yeah , my head hurts , that ’ s all . I ’ Ve been in physics class all day . It ’ s killer ! ",Negative
"When I decided to leave my steady, secure employment to come to university. Because I didn't know if I could cope with all the requirements of study and also being older I didn't know if I would enjoy mixing with younger people, also financial insecurity.",Negative
When a thief broke into my house and stole some valuable goods.,Negative
 I liked it . I thought it was great . ,Positive
They were on the top floor of an old house and he was very cold and very miserable . ,Negative
"Because of what had happened , some of her excitement at the thought of seeing Czechoslovakia had ebbed . ",Positive
It was as if Gillray 's avaricious monarch was more of an affront than the voluptuary suffering from the horrors of dissipation . ,Negative
I have said we will be pleased to provide back-up with visitor 's packs etc and that I would inform you of the request . ,Positive
When he saw this he was further enraged and started towards the seer with an axe . ,Negative
I don't need to swear to anything. Punch your mrs and you'll wake up with your dick on your pillow next to bloody scissors. .,Negative
When my grandmother died. She stayed with us until I had the age of 10. When she died I was 13 and I remember the moment after the funeral: I sat on the table and cried.,Negative
 Wow ! Sure ! ,Neutral
 What do you mean ? My daddy gave me this car for my birthday last month . It ’ s brand new ! ,Negative
I was going to go on a vacation to Texas this summer but was unable to go because of registration.,Negative
Our son is gone and my heart is gone too . I don ’ t know how to spend the rest of my years . ,Negative
A lot of people's biggest is #death and a lot of others is #clowns.. My biggest fear... Death by Clowns! There's nothing scarier!,Negative
 Sure . ,Neutral
"When I became conscious that men don't wnat anything they don't have a goal. They have: sex, but this isn't important.",Negative
" Take it easy , all sufferings have their reward . ",Neutral
 my computer just crashed again for the third time today ! ,Negative
 There is a wait right now to use the computers . ,Neutral
 Bye . ,Neutral
" You know , it's OK for a girl to forget these "" big days "" , but for a guy , to do that is unforgivable . ",Negative
 Why ? ,Neutral
I got angry when I learned how short a time we had to prepare for the term examinations.,Negative
I felt sad when I was told to walk out of the classroom because I was within the row of students who were making noise.,Negative
 I usually ride my bike . Which form of transport do you prefer to use ? ,Neutral
 You are passing the buck . I'll be hanged if I ask you to go to the park with us . ,Negative
She says we 're happy to be in England but we are sad for our relatives . ,Negative
 OK . ,Neutral
"This happened recently, I  was in the dining hall and one of my friends with whom I was eating called me a fool.",Negative
by @Drake  is still the realist song ever made by him. Way too explicit for fakes #RS,Negative
I once failed a test miserably and my friend did very well and someone made a nasty comment while comparing me to my friend.,Negative
My mother was unwell and went for many cancer tests. She spent time in hospital being opened and closed many times.,Negative
" When I was your age , my parents didn ’ t have central heating like you do ! We had a furnace in the center of the living room and that was it . We used it to cook , heat the house and even dry our clothes ! We never caught a cold . You should be grateful ! ",Negative
""" A little offended , Bagshot put the key in the lock and opened the door . ",Negative
 Sure . ,Neutral
Being put down by the class leaders.,Negative
" Yes , sir ? ",Neutral
When males in my family try to assign house duties exclusively with referance to sex.,Negative
My current work load is too much.  The feeling comes back from time to time.,Negative
She did not look like a happy woman . ,Positive
 Two waves ? ,Neutral
When my husband suddenly came to see me at my new job and brought some flowers and cake with him.,Positive
" Oh yes . Men , women , and children shake hands all the time . ",Neutral
David coped with his grief by trying to save other youngsters from solvent abuse . ,Negative
" No , but now he'll be in trouble . What's a boyfriend for ? To forget about Valentine's Day ? ",Negative
"At night, I walk home past a forest.  Once, somebody got stabbed in the forest.  I imagine someone attacking me and I hurry up.",Negative
" I am not cheating . When you pass go , you collect $ 200 , Everyone knows that ! ",Negative
 I requested it . What do you say ? Do you have your dancing shoes on ? ,Positive
` I feel despair at being deceived and betrayed . ,Negative
"If my tears hold value, then I will drop one for every single thing you showed us ..and I'll be standing in a puddle . ",Negative
Getting separated from my family for a week caused me a sense of sadness.,Negative
"When he came to the part about the clip he glanced up , and she saw the flare of excitement in his silvery-green eyes before they dropped once again to the page . ",Positive
" I don't care about that , Allen ! What did he steal ? That's the question ! ",Negative
 350 yuan . ,Neutral
The moment I got the news that I had been selected for the U.G.C junior national research fellowship.  It was a dream come true.,Positive
When I had stayed abroad for a long time and I had remembered about my friends and relatives. I felt sad and I wanted to see them as soon as possible.,Negative
"Glancing up at his face , Cassie saw his expression change , his face darkening and hardening as his mounting excitement and desire seemed to quicken into something uncontainable , threatening , like the tide of an incoming sea , to engulf them both . ",Positive
I have a friend that I deeply trusted but it happened that I lost my confidence in her for which she herself was to blame.,Negative
When felt lonely about writing my family.,Negative
"As the time to get the results drew near I became more and more anxious.  My friend called me and said, \ You have passed.\""  My heart was full of joy.""",Positive
"After seeing an \uncertain\"" child work on a model for several hours, I watched a \""bully\"" of the same age destroy it, telling the child that it was worthless.""",Negative
When a few girls were talking rubbish about me.,Negative
 Thank you . ,Positive
"4 years ago my family decided to move from New York to California. From the time we decided to move until the time we left, I realized how much my friends cared for me. When we left and for a long time after that I was very sad.",Negative
"I felt sadness when I notice that I'm not important for a determinate person. We do many things for a friend, and we see soon after, that he doesn't do anything for us, nor thinks of us.",Negative
 It's nice of you to say so . ,Positive
 Right . ,Neutral
 What is it ? ,Neutral
When I found out I got accepted to Berkeley.,Positive
I gave my mom a gift she wanted for years. I raflected her joy.,Positive
"I'm crazy about football. When my team lost a goal in the Paulist championship, and so it lost the classifications.",Negative
 Like what ? ,Neutral
 I've searched everywhere . Where on earth did I put it ? ,Negative
" Oh , my god . ",Negative
 They arrested me for nothing . ,Negative
 John is in prison now.He was copped outstealing . ,Neutral
 I really have no idea . All I know is that the thought of him really curls my hair ! ,Negative
"Last year I had a friend visiting me for several days. The only thing he did was sleeping, drinking, taking pills and thinking only about himself.",Negative
 What is it ? ,Neutral
"My father accused my brother of having bumped his car, and it was wrong.",Negative
When I had passed MCE examinations.,Positive
" Aha ! Now I understand.You were trying to buy stolen goods on the sidewalk.So , what I think is , you deserve to get cheated ! ",Neutral
"When my father addressed me directly and maliciously, thus including me in the \family war\"".""",Negative
 It's not a cut . It's a gash ! It's bigger than a cut ! Ah ! I need a doctor . ,Negative
"The Spaniard was becoming agitated again , wondering whether he had already gone too far . ",Negative
My girlfriend gave me the mitten (left me).,Negative
"Highly delighted with the transaction , we made our way back to Althorp Street , wondering how we were to break the news to Mrs Sugden . ",Positive
At this stage you are normally expected to experience grief when the main feeling is shock . ,Negative
When i was asked to be a child's godmother.,Positive
"` She felt that would have caused pain and anguish to William and Harry . "" ",Negative
"My nephew's mother just left one day (my brother and she were not married). My nephew, Anthony, was shaken. I was sad for him because a similar situation happened to me.",Negative
I'd just got the top mark in an exam.,Positive
 Well ... ,Neutral
I found myself involved in a fight in which a person died and I had to intervene with some risk.,Negative
Once I had an argument with my friends and I knew that I was right.  My friends went on arguing with me even though they did not know the right thing.,Negative
 I would if I were you . ,Neutral
Being together with my best friend.,Positive
Was his sadness tinged with guilt ? ,Negative
" I'm afraid not , sir . ",Negative
 Here we are . You find us a table and I'll get the drinks . ,Neutral
The process of spotting and refusing to obey it is the source of all true #empowerment. -Martha Beck,Negative
I was very very angry to read Batty 's comments about Leeds . ,Negative
 I guess so . ,Neutral
Don't let grab your tongue nor let it confine  your #heart #life is too short to live an #mundane #existence ~milla,Negative
 Shandong . ,Neutral
"Rose stood looking down at her , a worried expression in her eyes . ",Negative
I had climbed on a cherry tree alone and there was a thick caterpillar beside my fingers. I feel disgusted by caterpillars and snakes. I was terribly afraid of the caterpillar crawling on my fingers. Out of the fear I was almost unable to climb down.,Negative
"Riot police were needed to quell pitch invasions. -- More than 200,000 ecstatic Leeds United fans took part in a carnival-style street party yesterday as their team paraded the League Championship trophy . ",Positive
Have you signed up to join the company ’ s Christmas party ? ,Neutral
Food for thought: falling and loud noises are the only fears we are born with - all others are learned through life experiences.  ,Negative
 No way . I've given you too many chances already . ,Negative
"When I knew almost the same day about two great friends of mine that had serious existential crisis, and mainly when I notice that I'm in the same situation that they are, but I didn't realize it.",Negative
When I entered the dissecting room for the anatomy class and saw several dead bodies lying on the benches.,Negative
" That ’ s exactly what I am going to do ! I ’ Ve decided to create my own company ! I ’ m going to write up a business plan , get some investors and start working for myself ! ",Negative
I may not be clever enough to understand your English lectures.,Negative
 Ten . ,Neutral
Achievement of a task by a friend who had begun a new job. She wasn't confident of handling the situation so was thinking  of leaving the job only after 2 days employment.,Positive
 But I still love you . ,Negative
 You ’ Ve got to be kidding me ! You ’ re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ? ,Negative
 Aug 8 . ,Neutral
"@VanessaDetwiler is not necessarily a bad thing,as long as it does not compromise ability and desire to recognize and embrace #Truth.",Negative
"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation.  I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ?",Positive
 Are you a football player ? ,Neutral
"When my father passed away in 1978.  I was left alone with my mother who was very sick so I had to go and live with my aunt, who is very short tempered, till my mother was discharged from the hospital.",Negative
 Very nice . Thank you for your time . ,Positive
"As Antoinette grew weaker , and left her bed hardly at all , she became frightened to be left alone . ",Negative
" I ’ m sorry , sir . Could you tell me your name and order again , please ? I ’ ll check on the delay . ",Negative
When I was told to attend an operation in theatre.,Negative
"In the end he had little real choice but to join in and , if not exactly enjoy it , at least to take comfort in her gratification . ",Positive
"I couldn't sleep, and began to remind of my childhood. We are many sisters and at that time we were spanked a lot and I don't know why I started to remind of the spanks they and I had had, their shouts when this happened.",Negative
That afternoon I rushed home to look at the result slip of the higher level as fast as possible.  I opened the envelope very carefully and found that my results were much better than I had expected and thus I could enter the Chinese university.  My diligence had paid and I was very happy.,Positive
 I'll certainly try to help you.What topic is your paper on ? ,Neutral
"My superior blamed me for some neglects at work in front of others.  In fact, the task in question was not supposed to be done by me.",Negative
I have a new born child.,Positive
" There's nothing definite I think . I don't have a list or anything , but when I first meet somebody , I can usually tell whether or not that person is going to be a good friend . It seems I have radar helping me spot new friends . ",Neutral
An unjust refree decision at a sports event when I was the team leader.,Negative
 Silly boy ! The dustbin is at the back of the school . Now pick up the paperand put it in the dustbiri . ,Negative
Someone in my family (my brother I suspected) ate a bun which I had made for myself. It was during a long telephone call after I had just made it and put it in the oven warming drawer.,Negative
I get angry when my smaller brother misbehaves and talks with indecent words.,Negative
 I just don ’ t want to play table tennis any more . ,Negative
 Of course . ,Neutral
"When Tina and the children moved into the School , Cecilia felt both dismay and guilty relief . ",Negative
"` I am vexed , John . ",Negative
"Emily suddenly felt a surge of elation , she was eager for the new experience of being introduced into what she considered was the world of adulthood . ",Positive
 You said the same thing three months ago . ,Negative
" Great ! Wait here ? You don ’ t have enough room for the amplifiers , microphones or even your drums ! By the way where do you keep them or practice ? ",Positive
He says old Plumpton gets mad at them . ,Negative
After passing my Malawi Certificate of Education Exam and being selected to Kamuzu College of Nursing.,Positive
Going to a disco by myself to wait for some friends. We had separated and hadn't planned where to meet. I wasn't sure if they were even going to this place so I felt very conscious of being alone.,Negative
