Overall Qual,Lot Area,Sqft,Has Basement,Garage Cars,Year Built,Total Rooms,Bedrooms,Bathrooms,Fireplaces,Neighborhood,SalePrice
6.0,4217.0,2401.0,1,2.0,2008.0,5.0,1.0,3.0,1.0,Somerst,195000.0
6.0,3230.0,2200.0,1,2.0,1999.0,6.0,3.0,3.0,0.0,Somerst,172500.0
6.0,2998.0,2268.0,1,2.0,2000.0,4.0,2.0,4.0,0.0,Somerst,180000.0
7.0,3768.0,2143.0,1,2.0,1999.0,6.0,3.0,4.0,0.0,Somerst,156000.0
8.0,2645.0,2709.0,1,2.0,1999.0,7.0,3.0,4.0,0.0,Somerst,172500.0
8.0,14694.0,3388.0,1,2.0,1977.0,5.0,2.0,3.0,1.0,Veenker,318750.0
8.0,3782.0,2452.0,1,2.0,1981.0,4.0,1.0,2.0,2.0,Greens,211500.0
7.0,15417.0,3480.0,1,2.0,1981.0,7.0,2.0,2.0,0.0,Veenker,241600.0
8.0,9600.0,2891.0,0,2.0,1976.0,5.0,4.0,3.0,1.0,Veenker,180500.0
4.0,9991.0,2901.0,1,2.0,1976.0,8.0,3.0,3.0,1.0,Sawyer,150000.0
6.0,11700.0,2283.0,1,2.0,1968.0,8.0,4.0,2.0,0.0,NWAmes,154000.0
6.0,11717.0,2884.0,0,2.0,1970.0,6.0,2.0,2.0,1.0,NWAmes,185000.0
6.0,9156.0,2978.0,0,2.0,1968.0,7.0,3.0,2.0,1.0,NWAmes,185750.0
7.0,10382.0,3197.0,1,2.0,1973.0,7.0,3.0,4.0,2.0,NWAmes,200000.0
7.0,12732.0,2819.0,1,2.0,1974.0,7.0,3.0,3.0,2.0,NWAmes,206000.0
6.0,12936.0,2118.0,1,2.0,1972.0,6.0,3.0,3.0,1.0,NWAmes,162000.0
6.0,10400.0,3572.0,0,2.0,1967.0,8.0,5.0,3.0,1.0,NWAmes,256900.0
6.0,17871.0,3404.0,1,2.0,1967.0,7.0,3.0,3.0,1.0,NWAmes,197900.0
5.0,9600.0,2624.0,1,2.0,1969.0,6.0,3.0,3.0,1.0,NWAmes,163000.0
6.0,9000.0,2432.0,1,1.0,1969.0,5.0,3.0,2.0,0.0,NWAmes,113000.0
7.0,13774.0,3196.0,1,2.0,1977.0,8.0,4.0,3.0,2.0,NWAmes,230000.0
6.0,9650.0,2684.0,1,2.0,1977.0,6.0,2.0,3.0,1.0,NWAmes,167900.0
7.0,10140.0,3330.0,1,2.0,1998.0,7.0,3.0,3.0,1.0,NWAmes,213250.0
8.0,8400.0,2475.0,1,2.0,2001.0,6.0,3.0,4.0,0.0,NWAmes,227000.0
5.0,7130.0,1728.0,1,1.0,1967.0,5.0,2.0,2.0,0.0,NAmes,130000.0
5.0,9600.0,3136.0,0,2.0,1967.0,7.0,3.0,2.0,0.0,NAmes,143000.0
5.0,9100.0,1850.0,1,1.0,1965.0,5.0,2.0,2.0,0.0,NAmes,117500.0
7.0,9600.0,3226.0,1,2.0,1974.0,8.0,4.0,4.0,1.0,NWAmes,168500.0
6.0,16500.0,2552.0,1,2.0,1971.0,5.0,3.0,3.0,1.0,NWAmes,172500.0
6.0,9790.0,2714.0,1,2.0,1967.0,7.0,3.0,2.0,1.0,NWAmes,161500.0
4.0,7436.0,1788.0,1,2.0,1960.0,5.0,2.0,2.0,1.0,NAmes,141500.0
5.0,8125.0,1728.0,1,1.0,1959.0,5.0,3.0,1.0,0.0,NAmes,118000.0
6.0,9100.0,1728.0,1,1.0,1959.0,5.0,2.0,1.0,0.0,NAmes,127500.0
4.0,9450.0,2402.0,1,3.0,1957.0,6.0,3.0,2.0,1.0,NAmes,140000.0
5.0,13495.0,2776.0,1,2.0,1956.0,7.0,3.0,3.0,1.0,NAmes,177625.0
5.0,11475.0,3360.0,0,3.0,1958.0,9.0,4.0,3.0,0.0,NAmes,110000.0
6.0,10004.0,3032.0,1,2.0,1964.0,6.0,3.0,2.0,0.0,NAmes,167000.0
5.0,9350.0,2626.0,1,2.0,1961.0,6.0,3.0,3.0,1.0,NAmes,153000.0
5.0,10500.0,2584.0,1,2.0,1964.0,6.0,3.0,3.0,2.0,NAmes,145100.0
5.0,11000.0,2308.0,1,2.0,1966.0,6.0,3.0,2.0,1.0,NAmes,154000.0
5.0,8970.0,2884.0,1,2.0,1965.0,7.0,4.0,3.0,1.0,NAmes,177500.0
6.0,12095.0,2572.0,1,2.0,1964.0,7.0,3.0,2.0,1.0,NAmes,158000.0
5.0,9600.0,2082.0,1,1.0,1959.0,6.0,3.0,2.0,0.0,NAmes,124500.0
6.0,11475.0,2784.0,1,2.0,1961.0,7.0,4.0,2.0,1.0,NAmes,174500.0
5.0,9768.0,1920.0,1,1.0,1955.0,5.0,2.0,2.0,0.0,NAmes,122000.0
5.0,7015.0,1912.0,1,1.0,1950.0,5.0,3.0,2.0,1.0,BrkSide,110000.0
6.0,12160.0,3010.0,1,2.0,1953.0,6.0,2.0,2.0,1.0,NAmes,149500.0
6.0,9900.0,3371.0,1,2.0,1967.0,5.0,2.0,2.0,0.0,NAmes,175000.0
6.0,9600.0,3060.0,1,2.0,1953.0,7.0,3.0,2.0,2.0,NAmes,167000.0
5.0,9600.0,2100.0,1,1.0,1956.0,5.0,2.0,1.0,0.0,NAmes,128900.0
6.0,9600.0,2524.0,1,1.0,1950.0,6.0,3.0,2.0,0.0,NAmes,140000.0
5.0,9600.0,2226.0,1,1.0,1950.0,5.0,3.0,1.0,1.0,NAmes,147000.0
5.0,8944.0,3168.0,0,3.0,1967.0,8.0,4.0,2.0,0.0,NAmes,124000.0
6.0,10573.0,2906.0,1,2.0,1961.0,6.0,3.0,3.0,1.0,NAmes,187500.0
6.0,9500.0,2788.0,1,2.0,1963.0,6.0,3.0,3.0,2.0,NAmes,159000.0
6.0,14695.0,3129.0,1,2.0,1966.0,5.0,2.0,3.0,2.0,NAmes,256000.0
7.0,13600.0,2754.0,1,2.0,1965.0,7.0,3.0,3.0,3.0,NAmes,205000.0
6.0,13000.0,3038.0,1,1.0,1968.0,8.0,4.0,3.0,1.0,NAmes,193500.0
6.0,13560.0,2784.0,0,2.0,1968.0,5.0,2.0,2.0,2.0,NAmes,110000.0
4.0,12513.0,2453.0,0,1.0,1920.0,7.0,4.0,2.0,1.0,NAmes,104900.0
5.0,8760.0,2313.0,1,1.0,1956.0,6.0,3.0,2.0,0.0,NAmes,150000.0
6.0,8400.0,2956.0,1,2.0,1957.0,6.0,3.0,3.0,2.0,NAmes,156500.0
7.0,12285.0,2658.0,1,2.0,1960.0,5.0,3.0,2.0,2.0,NAmes,176000.0
6.0,9240.0,1976.0,1,1.0,1959.0,6.0,3.0,3.0,0.0,NAmes,149500.0
6.0,9600.0,2872.0,1,1.0,1958.0,6.0,3.0,3.0,1.0,NAmes,139000.0
6.0,12400.0,2430.0,1,1.0,1958.0,6.0,3.0,1.0,0.0,NAmes,155000.0
5.0,8750.0,2404.0,1,1.0,1956.0,6.0,3.0,2.0,0.0,NAmes,120000.0
5.0,8750.0,2764.0,1,1.0,1955.0,6.0,3.0,2.0,0.0,NAmes,153000.0
4.0,10400.0,2400.0,1,1.0,1956.0,6.0,3.0,2.0,2.0,NAmes,144000.0
6.0,19296.0,2744.0,1,2.0,1962.0,6.0,3.0,2.0,1.0,NAmes,176000.0
5.0,8532.0,2594.0,1,2.0,1954.0,5.0,3.0,2.0,1.0,NAmes,153000.0
5.0,9482.0,3732.0,0,2.0,1958.0,8.0,4.0,2.0,0.0,NAmes,135000.0
6.0,8128.0,2124.0,1,1.0,1954.0,6.0,3.0,2.0,0.0,NAmes,131000.0
5.0,10634.0,1927.0,1,1.0,1953.0,5.0,3.0,2.0,0.0,NAmes,123000.0
5.0,13070.0,1743.0,1,2.0,1951.0,5.0,2.0,1.0,0.0,NAmes,126000.0
4.0,10434.0,2010.0,0,2.0,1955.0,5.0,2.0,1.0,1.0,NAmes,115000.0
5.0,14559.0,2371.0,1,1.0,1951.0,6.0,2.0,2.0,2.0,NAmes,164900.0
5.0,8480.0,1586.0,1,1.0,1945.0,4.0,2.0,2.0,0.0,NAmes,113000.0
5.0,7626.0,2062.0,1,1.0,1952.0,5.0,2.0,2.0,0.0,NAmes,145500.0
3.0,10615.0,2677.0,1,2.0,1900.0,7.0,3.0,3.0,0.0,OldTown,95000.0
7.0,11419.0,2226.0,1,2.0,1948.0,6.0,3.0,3.0,1.0,NAmes,152500.0
5.0,9600.0,2400.0,1,1.0,1950.0,6.0,3.0,1.0,0.0,NAmes,129900.0
6.0,8000.0,1944.0,1,1.0,1948.0,5.0,2.0,2.0,1.0,NAmes,132000.0
3.0,5470.0,1584.0,0,1.0,1958.0,4.0,2.0,1.0,0.0,OldTown,99900.0
5.0,10410.0,2172.0,0,1.0,1916.0,8.0,3.0,3.0,0.0,OldTown,135000.0
5.0,10800.0,2028.0,0,2.0,1939.0,7.0,4.0,3.0,0.0,OldTown,149000.0
4.0,8146.0,1444.0,0,1.0,1900.0,6.0,2.0,1.0,0.0,OldTown,114000.0
5.0,9022.0,1560.0,0,1.0,1924.0,5.0,2.0,1.0,0.0,OldTown,109500.0
5.0,10230.0,2132.0,0,1.0,1925.0,6.0,3.0,1.0,0.0,OldTown,125000.0
4.0,10410.0,2626.0,0,2.0,1915.0,8.0,3.0,2.0,1.0,OldTown,142900.0
7.0,7200.0,2250.0,0,2.0,1910.0,5.0,4.0,2.0,0.0,OldTown,156500.0
4.0,5400.0,2214.0,1,1.0,1920.0,6.0,2.0,1.0,0.0,OldTown,105000.0
5.0,10800.0,1566.0,0,2.0,1920.0,4.0,2.0,1.0,0.0,OldTown,106000.0
3.0,10800.0,1355.0,0,1.0,1890.0,4.0,1.0,2.0,0.0,OldTown,78500.0
6.0,9671.0,3792.0,0,3.0,1969.0,12.0,6.0,4.0,0.0,NAmes,190000.0
6.0,10143.0,2760.0,1,1.0,1963.0,6.0,3.0,2.0,0.0,NAmes,154000.0
6.0,11500.0,2080.0,1,2.0,1967.0,6.0,3.0,2.0,1.0,NAmes,163000.0
5.0,11643.0,3882.0,1,4.0,1969.0,12.0,6.0,6.0,0.0,NAmes,200000.0
6.0,8010.0,1902.0,1,2.0,1958.0,6.0,2.0,2.0,0.0,NAmes,143500.0
6.0,10454.0,2210.0,1,1.0,1957.0,5.0,3.0,1.0,0.0,NAmes,135000.0
5.0,8712.0,2298.0,1,1.0,1957.0,5.0,2.0,2.0,0.0,NAmes,153000.0
6.0,17600.0,2956.0,1,2.0,1960.0,6.0,3.0,3.0,2.0,NAmes,157500.0
6.0,9000.0,1302.0,0,1.0,1958.0,5.0,2.0,1.0,1.0,NAmes,113500.0
5.0,12144.0,1868.0,1,1.0,1949.0,6.0,3.0,1.0,1.0,NAmes,133000.0
6.0,8064.0,1928.0,1,2.0,1950.0,5.0,3.0,1.0,0.0,NAmes,128500.0
5.0,7200.0,3112.0,1,1.0,1950.0,7.0,3.0,3.0,0.0,NAmes,138000.0
5.0,7350.0,2082.0,0,1.0,1958.0,6.0,3.0,1.0,0.0,NAmes,128000.0
5.0,7560.0,2368.0,1,1.0,1958.0,6.0,3.0,1.0,0.0,NAmes,139000.0
5.0,7200.0,1464.0,1,1.0,1952.0,4.0,2.0,2.0,0.0,NAmes,118900.0
5.0,8000.0,1711.0,1,1.0,1959.0,6.0,3.0,2.0,0.0,NAmes,138000.0
5.0,7931.0,2296.0,1,1.0,1959.0,6.0,3.0,2.0,0.0,NAmes,132500.0
4.0,10800.0,2293.0,0,1.0,1949.0,6.0,4.0,2.0,0.0,NAmes,133500.0
6.0,8064.0,1928.0,1,2.0,1948.0,6.0,3.0,1.0,0.0,NAmes,135000.0
6.0,7570.0,2586.0,0,2.0,1964.0,8.0,4.0,2.0,0.0,NAmes,144750.0
5.0,8604.0,1882.0,1,2.0,1978.0,4.0,2.0,2.0,0.0,NAmes,145000.0
6.0,7936.0,2090.0,1,1.0,1963.0,6.0,3.0,2.0,1.0,NAmes,127000.0
5.0,6600.0,1788.0,0,1.0,1962.0,5.0,2.0,1.0,0.0,NAmes,109500.0
6.0,3950.0,2042.0,1,1.0,1926.0,5.0,3.0,1.0,0.0,OldTown,115000.0
5.0,10440.0,1670.0,0,2.0,1910.0,5.0,2.0,2.0,0.0,OldTown,110000.0
6.0,4080.0,2279.0,0,1.0,1935.0,6.0,3.0,1.0,0.0,OldTown,128900.0
6.0,10307.0,2916.0,1,2.0,1910.0,12.0,4.0,3.0,0.0,OldTown,103500.0
5.0,5720.0,1807.0,0,1.0,1941.0,5.0,3.0,2.0,0.0,OldTown,66500.0
5.0,15660.0,1546.0,0,2.0,1910.0,6.0,3.0,2.0,0.0,OldTown,130000.0
5.0,6406.0,2248.0,1,2.0,1939.0,7.0,3.0,2.0,1.0,OldTown,150000.0
5.0,6600.0,3366.0,0,1.0,1892.0,11.0,4.0,2.0,0.0,OldTown,107500.0
5.0,7596.0,2920.0,0,2.0,1952.0,10.0,4.0,2.0,0.0,OldTown,124500.0
7.0,3378.0,2040.0,0,1.0,1946.0,6.0,3.0,2.0,2.0,OldTown,135000.0
4.0,6000.0,1872.0,0,2.0,1953.0,4.0,2.0,1.0,0.0,OldTown,93000.0
5.0,6000.0,2096.0,1,1.0,1950.0,6.0,3.0,2.0,0.0,OldTown,129500.0
5.0,6000.0,2198.0,0,1.0,1954.0,7.0,3.0,2.0,0.0,OldTown,93000.0
4.0,7404.0,1722.0,0,2.0,1920.0,5.0,2.0,1.0,0.0,OldTown,80000.0
5.0,5784.0,1076.0,0,1.0,1938.0,4.0,2.0,1.0,0.0,OldTown,91300.0
5.0,8520.0,1416.0,0,1.0,1923.0,5.0,2.0,1.0,0.0,OldTown,99500.0
4.0,9600.0,2187.0,0,2.0,1910.0,7.0,3.0,2.0,0.0,OldTown,87500.0
5.0,3500.0,2004.0,1,1.0,1947.0,5.0,2.0,2.0,0.0,OldTown,110000.0
5.0,8100.0,2987.0,0,2.0,1898.0,11.0,2.0,2.0,0.0,OldTown,106000.0
7.0,11700.0,3880.0,0,4.0,1880.0,8.0,4.0,2.0,1.0,OldTown,265979.0
6.0,8400.0,2924.0,0,1.0,1900.0,8.0,3.0,2.0,0.0,OldTown,160000.0
6.0,3600.0,1912.0,0,1.0,1917.0,5.0,3.0,2.0,1.0,OldTown,119000.0
8.0,17671.0,2658.0,1,2.0,1882.0,8.0,4.0,2.0,1.0,OldTown,168000.0
7.0,9000.0,2132.0,1,2.0,1920.0,7.0,3.0,2.0,0.0,OldTown,143000.0
5.0,7200.0,2044.0,1,1.0,1910.0,4.0,2.0,2.0,0.0,OldTown,85000.0
5.0,8820.0,2837.0,1,2.0,1890.0,7.0,2.0,1.0,0.0,OldTown,124900.0
6.0,5400.0,2016.0,0,1.0,1920.0,6.0,3.0,1.0,0.0,OldTown,119000.0
6.0,9720.0,2262.0,0,3.0,1910.0,8.0,4.0,1.0,0.0,OldTown,146500.0
5.0,21384.0,2900.0,1,2.0,1923.0,6.0,3.0,4.0,1.0,BrkSide,223500.0
6.0,6615.0,2454.0,0,1.0,1923.0,6.0,3.0,1.0,1.0,BrkSide,149000.0
7.0,7264.0,2500.0,0,2.0,1925.0,5.0,3.0,3.0,0.0,BrkSide,205000.0
5.0,4960.0,1951.0,0,1.0,1930.0,7.0,3.0,2.0,1.0,BrkSide,137000.0
6.0,8854.0,1904.0,0,1.0,1916.0,4.0,2.0,1.0,1.0,BrkSide,121000.0
4.0,6000.0,1996.0,1,1.0,1936.0,6.0,3.0,1.0,0.0,BrkSide,128000.0
6.0,6000.0,1874.0,0,2.0,1937.0,4.0,2.0,1.0,0.0,BrkSide,134900.0
5.0,6000.0,2232.0,0,1.0,1925.0,5.0,3.0,2.0,1.0,BrkSide,117000.0
6.0,6000.0,2192.0,0,1.0,1939.0,6.0,4.0,1.0,1.0,BrkSide,132500.0
5.0,6000.0,1610.0,1,1.0,1924.0,6.0,3.0,1.0,0.0,BrkSide,93000.0
6.0,6000.0,1788.0,0,1.0,1926.0,4.0,2.0,1.0,0.0,BrkSide,119000.0
5.0,6911.0,2446.0,1,2.0,1924.0,5.0,2.0,1.0,0.0,BrkSide,100000.0
5.0,6120.0,2466.0,0,2.0,1936.0,5.0,3.0,2.0,0.0,BrkSide,141500.0
4.0,6120.0,2457.0,0,1.0,1935.0,6.0,3.0,1.0,0.0,BrkSide,133000.0
5.0,6120.0,1590.0,1,1.0,1931.0,5.0,2.0,2.0,0.0,BrkSide,105000.0
5.0,6120.0,1955.0,0,1.0,1925.0,5.0,2.0,1.0,0.0,BrkSide,115000.0
5.0,6120.0,2534.0,1,1.0,1938.0,6.0,3.0,2.0,1.0,BrkSide,150000.0
5.0,8635.0,2144.0,1,5.0,1925.0,5.0,2.0,2.0,0.0,BrkSide,126500.0
6.0,11888.0,2978.0,0,2.0,1916.0,10.0,5.0,2.0,0.0,BrkSide,214500.0
7.0,11414.0,2747.0,0,2.0,1910.0,8.0,3.0,1.0,0.0,BrkSide,167500.0
6.0,8094.0,2816.0,0,2.0,1915.0,8.0,3.0,2.0,0.0,OldTown,155000.0
7.0,2500.0,2736.0,1,1.0,1915.0,7.0,4.0,3.0,1.0,OldTown,155000.0
7.0,9928.0,2616.0,0,1.0,1915.0,8.0,3.0,2.0,0.0,OldTown,179900.0
6.0,6876.0,2650.0,1,1.0,1927.0,8.0,4.0,3.0,0.0,IDOTRR,149000.0
4.0,6240.0,1628.0,1,2.0,1925.0,5.0,2.0,1.0,0.0,IDOTRR,103000.0
6.0,5775.0,1910.0,0,1.0,1915.0,7.0,3.0,1.0,0.0,OldTown,123000.0
6.0,5160.0,2870.0,0,1.0,1927.0,4.0,3.0,1.0,0.0,IDOTRR,135000.0
6.0,10320.0,2101.0,1,1.0,1915.0,7.0,3.0,3.0,0.0,IDOTRR,116000.0
4.0,4280.0,1264.0,0,1.0,1946.0,4.0,2.0,2.0,0.0,Sawyer,88750.0
5.0,10547.0,2304.0,1,1.0,1978.0,6.0,2.0,4.0,0.0,Edwards,159900.0
6.0,6629.0,2041.0,1,1.0,1925.0,6.0,3.0,3.0,0.0,Edwards,103600.0
5.0,9780.0,1697.0,0,1.0,1934.0,6.0,4.0,3.0,0.0,Edwards,63000.0
5.0,12886.0,1984.0,1,2.0,1963.0,6.0,3.0,3.0,1.0,Sawyer,175000.0
5.0,8816.0,2242.0,1,2.0,1963.0,5.0,3.0,2.0,0.0,Sawyer,139000.0
6.0,11184.0,2601.0,1,2.0,1978.0,7.0,3.0,3.0,1.0,Sawyer,172500.0
5.0,11625.0,2104.0,1,1.0,1967.0,6.0,3.0,2.0,1.0,Sawyer,113500.0
5.0,7800.0,1763.0,1,1.0,1967.0,5.0,3.0,1.0,0.0,Sawyer,130000.0
6.0,8014.0,1490.0,1,2.0,1978.0,5.0,3.0,2.0,1.0,Sawyer,149900.0
5.0,7252.0,1716.0,1,2.0,1982.0,5.0,2.0,2.0,0.0,Sawyer,134900.0
5.0,8740.0,1700.0,1,2.0,1982.0,4.0,2.0,2.0,0.0,Sawyer,137000.0
5.0,11616.0,2184.0,1,1.0,1962.0,6.0,3.0,2.0,1.0,Sawyer,139000.0
5.0,15400.0,2067.0,0,1.0,1961.0,8.0,4.0,2.0,1.0,Sawyer,165000.0
6.0,15312.0,2276.0,1,2.0,1960.0,6.0,3.0,2.0,1.0,Sawyer,148000.0
5.0,15584.0,2896.0,0,1.0,1956.0,9.0,4.0,3.0,1.0,ClearCr,165000.0
4.0,11250.0,2892.0,0,1.0,1957.0,8.0,5.0,2.0,2.0,ClearCr,161500.0
5.0,25095.0,2910.0,1,1.0,1968.0,5.0,1.0,3.0,2.0,ClearCr,143000.0
4.0,17140.0,2363.0,1,1.0,1956.0,6.0,3.0,1.0,0.0,Edwards,135000.0
4.0,12342.0,1722.0,1,2.0,1940.0,4.0,1.0,1.0,0.0,Edwards,82500.0
5.0,10708.0,3484.0,1,1.0,1955.0,7.0,2.0,2.0,3.0,ClearCr,190000.0
6.0,9855.0,3125.0,0,2.0,1956.0,7.0,3.0,1.0,1.0,Edwards,127500.0
5.0,9571.0,2146.0,1,1.0,1956.0,5.0,2.0,2.0,0.0,Edwards,121500.0
5.0,9571.0,2552.0,0,1.0,1958.0,5.0,3.0,1.0,0.0,Edwards,60000.0
6.0,9350.0,2386.0,1,1.0,1946.0,6.0,3.0,2.0,1.0,Edwards,154400.0
4.0,9340.0,1344.0,1,1.0,1941.0,4.0,2.0,2.0,0.0,Edwards,113000.0
5.0,7440.0,2178.0,1,1.0,1954.0,5.0,3.0,2.0,1.0,Edwards,125000.0
5.0,4235.0,2098.0,1,1.0,1984.0,5.0,2.0,3.0,0.0,Edwards,139500.0
5.0,11409.0,2484.0,1,1.0,1949.0,8.0,3.0,2.0,1.0,Edwards,131000.0
6.0,9060.0,1818.0,1,1.0,1939.0,6.0,2.0,1.0,0.0,Edwards,105000.0
4.0,9084.0,2265.0,0,1.0,1940.0,7.0,4.0,2.0,1.0,Edwards,108000.0
7.0,10778.0,2115.0,1,2.0,1990.0,4.0,1.0,3.0,0.0,SawyerW,162000.0
6.0,19255.0,1858.0,1,2.0,1983.0,5.0,2.0,2.0,1.0,SawyerW,156500.0
8.0,12327.0,3628.0,1,2.0,1983.0,5.0,1.0,3.0,1.0,SawyerW,316600.0
7.0,14684.0,4354.0,1,3.0,1990.0,7.0,3.0,2.0,1.0,SawyerW,271900.0
7.0,9317.0,2515.0,1,2.0,1993.0,7.0,3.0,4.0,1.0,SawyerW,213000.0
7.0,10560.0,2958.0,1,2.0,1993.0,8.0,3.0,4.0,1.0,SawyerW,239900.0
8.0,9828.0,3148.0,1,2.0,1995.0,8.0,3.0,3.0,1.0,SawyerW,239500.0
5.0,7018.0,2310.0,1,2.0,1979.0,6.0,2.0,4.0,2.0,SawyerW,153337.0
5.0,7040.0,2323.0,1,2.0,1979.0,6.0,2.0,4.0,2.0,SawyerW,148325.0
7.0,11855.0,3955.0,1,4.0,2000.0,8.0,6.0,8.0,2.0,SawyerW,269500.0
7.0,7939.0,3955.0,1,4.0,2000.0,8.0,6.0,8.0,2.0,SawyerW,269500.0
7.0,7976.0,3955.0,1,4.0,2000.0,8.0,6.0,8.0,2.0,SawyerW,269500.0
9.0,10933.0,3235.0,1,3.0,2009.0,8.0,1.0,3.0,1.0,CollgCr,323262.0
8.0,10637.0,3423.0,1,3.0,2007.0,7.0,3.0,3.0,1.0,CollgCr,297000.0
8.0,10226.0,3252.0,0,3.0,2008.0,8.0,3.0,3.0,1.0,CollgCr,295493.0
9.0,10816.0,3440.0,1,3.0,2008.0,8.0,3.0,3.0,1.0,CollgCr,332000.0
8.0,9178.0,2936.0,0,3.0,2008.0,6.0,3.0,2.0,1.0,CollgCr,239900.0
8.0,10769.0,2634.0,1,2.0,2007.0,7.0,3.0,3.0,0.0,CollgCr,212000.0
8.0,11422.0,3676.0,1,2.0,2007.0,7.0,3.0,3.0,2.0,CollgCr,272500.0
9.0,11923.0,3600.0,0,2.0,2007.0,7.0,2.0,2.0,0.0,CollgCr,239000.0
7.0,8814.0,3208.0,1,2.0,2006.0,8.0,3.0,4.0,1.0,CollgCr,220000.0
7.0,6762.0,2572.0,1,2.0,2007.0,6.0,2.0,3.0,1.0,CollgCr,200000.0
8.0,10324.0,2508.0,1,3.0,2008.0,5.0,2.0,3.0,0.0,CollgCr,221800.0
7.0,7314.0,2464.0,1,2.0,2007.0,6.0,2.0,3.0,0.0,CollgCr,194500.0
8.0,11645.0,2996.0,1,3.0,2005.0,7.0,3.0,2.0,1.0,CollgCr,237000.0
6.0,11646.0,2126.0,0,2.0,2005.0,7.0,3.0,3.0,1.0,CollgCr,173000.0
7.0,12800.0,3162.0,1,2.0,1989.0,5.0,2.0,4.0,1.0,SawyerW,275000.0
7.0,16698.0,3208.0,1,2.0,1992.0,7.0,3.0,4.0,1.0,ClearCr,233500.0
5.0,28698.0,3139.0,1,2.0,1967.0,7.0,3.0,4.0,0.0,ClearCr,185000.0
5.0,12464.0,2080.0,1,2.0,1996.0,6.0,3.0,2.0,0.0,CollgCr,152000.0
5.0,9757.0,1980.0,1,1.0,1994.0,5.0,3.0,2.0,0.0,CollgCr,143000.0
6.0,15426.0,2692.0,1,2.0,1997.0,7.0,3.0,4.0,0.0,CollgCr,231500.0
7.0,10667.0,2460.0,1,2.0,1996.0,6.0,3.0,4.0,1.0,CollgCr,212000.0
7.0,14753.0,2926.0,1,2.0,1998.0,5.0,3.0,3.0,0.0,CollgCr,207000.0
5.0,10859.0,2194.0,0,2.0,1994.0,6.0,3.0,2.0,0.0,CollgCr,145000.0
5.0,8072.0,1980.0,1,2.0,1994.0,5.0,3.0,2.0,0.0,CollgCr,138000.0
7.0,10400.0,2645.0,0,2.0,1998.0,6.0,3.0,3.0,0.0,CollgCr,197900.0
7.0,10335.0,2991.0,1,2.0,1999.0,6.0,3.0,3.0,0.0,CollgCr,204000.0
7.0,9017.0,2862.0,1,2.0,1999.0,6.0,3.0,3.0,0.0,CollgCr,192000.0
6.0,8750.0,2700.0,1,2.0,1998.0,7.0,3.0,4.0,1.0,CollgCr,200000.0
7.0,8935.0,2491.0,0,2.0,2002.0,7.0,3.0,3.0,0.0,CollgCr,195000.0
7.0,9808.0,3146.0,1,2.0,2002.0,6.0,3.0,3.0,0.0,CollgCr,227000.0
7.0,12420.0,2784.0,1,2.0,2001.0,6.0,3.0,4.0,0.0,CollgCr,230000.0
7.0,16285.0,2843.0,0,2.0,2001.0,6.0,3.0,2.0,0.0,CollgCr,187100.0
7.0,10739.0,2875.0,1,2.0,2002.0,6.0,3.0,3.0,0.0,CollgCr,203000.0
7.0,11166.0,2984.0,1,2.0,2001.0,6.0,3.0,2.0,1.0,CollgCr,201000.0
5.0,16269.0,1814.0,1,1.0,1978.0,5.0,3.0,1.0,0.0,CollgCr,140000.0
5.0,6950.0,1828.0,1,2.0,1979.0,5.0,2.0,2.0,0.0,CollgCr,134900.0
5.0,8800.0,2080.0,1,2.0,1977.0,5.0,3.0,2.0,0.0,CollgCr,150500.0
5.0,7000.0,1728.0,1,1.0,1978.0,6.0,3.0,2.0,0.0,CollgCr,136500.0
5.0,9286.0,2536.0,1,1.0,1977.0,5.0,3.0,2.0,0.0,CollgCr,143500.0
5.0,15523.0,1728.0,1,1.0,1972.0,5.0,3.0,2.0,1.0,CollgCr,133500.0
5.0,7200.0,1788.0,1,2.0,1972.0,6.0,2.0,1.0,0.0,CollgCr,123000.0
5.0,7200.0,1536.0,1,1.0,1972.0,5.0,2.0,2.0,0.0,CollgCr,133900.0
5.0,8445.0,1536.0,1,2.0,1972.0,5.0,2.0,2.0,0.0,CollgCr,133000.0
7.0,11664.0,3180.0,1,3.0,2002.0,6.0,3.0,3.0,0.0,CollgCr,250000.0
8.0,12334.0,3252.0,0,2.0,2003.0,8.0,4.0,3.0,1.0,CollgCr,254750.0
8.0,11838.0,3541.0,0,2.0,2001.0,7.0,3.0,2.0,1.0,CollgCr,236500.0
8.0,11885.0,3171.0,1,2.0,2001.0,7.0,3.0,4.0,1.0,CollgCr,261500.0
9.0,11050.0,3593.0,1,3.0,2000.0,8.0,3.0,4.0,2.0,CollgCr,313000.0
7.0,8749.0,2565.0,0,2.0,2002.0,6.0,3.0,3.0,0.0,CollgCr,198500.0
7.0,11250.0,2814.0,0,2.0,2001.0,6.0,3.0,3.0,0.0,CollgCr,211000.0
8.0,15750.0,2975.0,1,2.0,1999.0,5.0,2.0,3.0,1.0,CollgCr,220000.0
7.0,11883.0,3008.0,1,2.0,1996.0,6.0,3.0,3.0,1.0,CollgCr,203000.0
8.0,12782.0,3650.0,1,2.0,2002.0,7.0,3.0,3.0,1.0,CollgCr,279500.0
7.0,8750.0,2834.0,1,2.0,1997.0,7.0,3.0,3.0,1.0,CollgCr,210000.0
